Accident_ID,City,Latitude,Longitude,Date,Time,Severity,Vehicle_Type,Weather,Road_Condition,Road_Type,Light_Condition,Speed_Limit,Casualties
1198,Ahmedabad,23.035818459577257,72.46169233209056,2024-12-27,16:03,Minor,Truck,Clear,Under Construction,Highway,Night,30,1
1199,Hyderabad,17.36566576283894,78.51450144287242,2024-05-13,06:37,Minor,Car,Clear,Dry,Rural Road,Daylight,100,2
1200,Kolkata,22.662657699050364,88.30474257787547,2024-08-03,14:28,Major,Bicycle,Foggy,Under Construction,Rural Road,Night,100,0
1201,Chennai,13.054028962545816,80.36188433730004,2024-07-18,09:50,Major,Bike,Cloudy,Wet,City Road,Night,30,2
1202,Hyderabad,17.371631109768106,78.54287543293196,2024-11-30,22:55,Major,Auto,Rainy,Under Construction,Highway,Daylight,50,4
1203,Mumbai,19.02170418710899,72.94945812306445,2024-04-26,14:15,Fatal,Bus,Cloudy,Dry,Rural Road,Daylight,50,4
1204,Kolkata,22.476991315179184,88.41927879083747,2024-11-27,21:39,Minor,Bike,Rainy,Under Construction,Highway,Street Lights,100,2
1205,Mumbai,19.086970672105537,72.99015749147155,2024-06-03,22:02,Minor,Bus,Clear,Wet,Rural Road,Street Lights,40,1
1206,Bangalore,12.879109810627918,77.5058988083676,2024-05-14,00:09,Minor,Car,Rainy,Wet,City Road,Night,50,4
1207,Delhi,28.6699167878015,77.13298779759586,2024-04-25,11:33,Major,Bike,Cloudy,Wet,Highway,Daylight,50,1
1208,Kolkata,22.69726799681136,88.41688449138947,2024-12-26,07:16,Major,Bicycle,Cloudy,Wet,Highway,Street Lights,30,4
1209,Mumbai,18.921410233000337,72.85131613943634,2024-11-25,19:01,Major,Car,Rainy,Under Construction,Rural Road,Night,30,2
1210,Ahmedabad,22.921888364976077,72.58600503925562,2024-07-11,07:54,Fatal,Auto,Cloudy,Dry,City Road,Night,100,5
1211,Hyderabad,17.38623237452461,78.42485196352487,2024-08-13,18:51,Major,Bus,Rainy,Dry,City Road,Daylight,30,1
1212,Kolkata,22.639235635426004,88.41091559214942,2024-05-16,23:49,Minor,Car,Cloudy,Wet,Rural Road,Daylight,80,2
1213,Jaipur,26.818700308557016,75.94056004517573,2024-04-04,16:46,Major,Car,Foggy,Wet,Rural Road,Daylight,100,4
1214,Ahmedabad,22.999693474982237,72.50869622200997,2024-08-26,08:11,Minor,Car,Foggy,Dry,City Road,Street Lights,30,1
1215,Delhi,28.623456533872464,77.30413559776751,2024-08-15,20:27,Fatal,Bicycle,Foggy,Under Construction,Highway,Daylight,50,1
1216,Mumbai,19.038108361370092,72.84594353566453,2024-03-04,06:05,Minor,Truck,Clear,Dry,Highway,Daylight,100,3
1217,Ahmedabad,22.957751101419948,72.63530004889878,2024-07-04,05:54,Minor,Car,Cloudy,Under Construction,Highway,Daylight,60,1
1218,Chennai,12.96214621606896,80.28239718371022,2024-09-19,13:56,Minor,Car,Foggy,Under Construction,City Road,Daylight,100,1
1219,Ahmedabad,23.17952695640833,72.51608311498835,2024-12-09,00:11,Minor,Car,Clear,Wet,Rural Road,Daylight,80,5
1220,Mumbai,19.003907603892884,72.85851973401887,2024-02-13,01:34,Major,Truck,Cloudy,Under Construction,Highway,Daylight,40,1
1221,Ahmedabad,22.982717467723965,72.7369276843116,2024-05-17,18:41,Minor,Bike,Cloudy,Wet,Rural Road,Daylight,30,0
1222,Bangalore,13.13701344844989,77.7315407774387,2024-02-26,17:37,Minor,Auto,Foggy,Wet,City Road,Street Lights,30,2
1223,Mumbai,19.1021869013884,72.86380758603293,2024-08-14,04:47,Minor,Car,Rainy,Dry,Rural Road,Daylight,80,4
1224,Kolkata,22.539544353263054,88.41231146239643,2024-12-23,18:41,Major,Bus,Rainy,Under Construction,Highway,Daylight,50,2
1225,Jaipur,27.04520954220483,75.88445511524135,2024-02-22,11:24,Minor,Truck,Rainy,Wet,Rural Road,Daylight,80,0
1226,Jaipur,26.79405538030533,75.71374581113628,2024-01-03,21:07,Major,Truck,Rainy,Under Construction,Rural Road,Daylight,100,4
1227,Kolkata,22.525951081833085,88.43884026108243,2024-06-01,13:01,Minor,Truck,Foggy,Under Construction,City Road,Night,80,1
1228,Bangalore,12.931684613443766,77.53023668127008,2024-07-02,02:37,Minor,Bicycle,Rainy,Under Construction,Rural Road,Night,50,1
1229,Kolkata,22.5664171810027,88.55385730266272,2024-04-29,00:57,Minor,Truck,Cloudy,Dry,City Road,Street Lights,100,0
1230,Bangalore,13.028747577180635,77.58957611487298,2024-03-13,14:20,Major,Bus,Cloudy,Wet,City Road,Street Lights,40,3
1231,Kolkata,22.57019874143617,88.31174803249,2024-07-27,02:46,Minor,Bike,Rainy,Wet,Rural Road,Street Lights,40,0
1232,Delhi,28.723401302367478,77.36372382795496,2024-10-27,17:30,Minor,Bicycle,Foggy,Dry,Rural Road,Daylight,30,2
1233,Hyderabad,17.270291643388937,78.45606852425803,2024-02-26,15:35,Fatal,Bus,Cloudy,Under Construction,Rural Road,Night,100,3
1234,Delhi,28.649631240132432,77.06590717938938,2024-10-30,19:21,Minor,Bike,Foggy,Wet,Highway,Daylight,100,4
1235,Ahmedabad,22.962886175615587,72.54847492541349,2024-12-21,15:06,Fatal,Bike,Cloudy,Wet,City Road,Street Lights,30,0
1236,Bangalore,12.903286376198343,77.75156546895188,2024-11-22,23:15,Minor,Truck,Clear,Dry,Rural Road,Street Lights,40,3
1237,Jaipur,26.82821451008084,75.85199673037485,2024-05-27,16:09,Minor,Bus,Cloudy,Under Construction,Highway,Night,50,2
1238,Ahmedabad,23.144597276703703,72.63280072654538,2024-08-01,17:53,Minor,Bicycle,Clear,Wet,City Road,Night,80,1
1239,Hyderabad,17.309810622398285,78.40243813595039,2024-07-15,06:05,Major,Bike,Cloudy,Dry,Highway,Street Lights,80,0
1240,Bangalore,13.04327977683309,77.6062969084718,2024-03-27,12:46,Minor,Truck,Foggy,Wet,Rural Road,Night,30,4
1241,Delhi,28.815582450082292,77.31814283629977,2024-07-12,06:40,Fatal,Auto,Cloudy,Wet,Rural Road,Daylight,40,2
1242,Bangalore,12.974925023410686,77.61291521721316,2024-10-30,16:19,Minor,Bicycle,Foggy,Wet,City Road,Night,100,2
1243,Hyderabad,17.41203872265066,78.45912970323897,2024-01-12,07:09,Minor,Auto,Cloudy,Dry,Rural Road,Daylight,60,1
1244,Delhi,28.658969843341193,77.15141704205206,2024-01-17,12:28,Minor,Auto,Foggy,Under Construction,City Road,Night,80,1
1245,Chennai,13.026447483019536,80.14802863288651,2024-04-04,23:08,Major,Bus,Rainy,Dry,Highway,Daylight,40,2
1246,Jaipur,26.860336507594525,75.72664689444001,2024-01-04,22:19,Minor,Bicycle,Cloudy,Under Construction,City Road,Daylight,80,0
1247,Hyderabad,17.41175765640468,78.5058182734451,2024-02-14,18:35,Minor,Car,Rainy,Under Construction,Rural Road,Daylight,50,2
1248,Chennai,13.075695716283725,80.25205382463594,2024-12-27,02:16,Minor,Bus,Clear,Dry,City Road,Street Lights,60,1
1249,Ahmedabad,22.934949199890223,72.67235636627309,2024-10-24,21:31,Minor,Bicycle,Cloudy,Dry,City Road,Daylight,80,1
1250,Jaipur,26.878140606069774,75.73084757740644,2024-04-30,02:17,Minor,Bus,Rainy,Dry,City Road,Daylight,40,0
1251,Mumbai,19.030307798887325,72.8268708413926,2024-12-22,11:22,Major,Bicycle,Rainy,Wet,City Road,Daylight,60,1
1252,Jaipur,26.894131556905204,75.8243445323957,2024-06-13,19:21,Major,Auto,Foggy,Dry,Highway,Daylight,80,1
1253,Chennai,12.940186667997342,80.31991972556071,2024-01-07,21:20,Fatal,Bicycle,Cloudy,Wet,City Road,Street Lights,50,3
1254,Delhi,28.69180135487513,77.27803517689938,2024-05-10,03:48,Minor,Bike,Foggy,Under Construction,Rural Road,Night,40,3
1255,Hyderabad,17.41014377282953,78.56956491226748,2024-03-29,22:53,Fatal,Car,Rainy,Dry,Highway,Street Lights,100,1
1256,Jaipur,26.895016992036073,75.71618893863804,2024-04-13,23:05,Fatal,Bicycle,Rainy,Under Construction,Rural Road,Daylight,40,4
1257,Ahmedabad,23.016141169855253,72.59803901860091,2024-08-07,06:33,Minor,Auto,Clear,Under Construction,Rural Road,Street Lights,50,1
1258,Bangalore,13.040822088494107,77.52061603955272,2024-12-03,13:57,Fatal,Bike,Rainy,Dry,Highway,Night,40,5
1259,Mumbai,19.219015258484646,72.72236004467479,2024-05-09,02:33,Minor,Bus,Foggy,Under Construction,City Road,Night,50,1
1260,Hyderabad,17.442420491178954,78.32468499195102,2024-10-20,10:20,Major,Bike,Foggy,Wet,Highway,Daylight,80,0
1261,Ahmedabad,22.962768835067422,72.53602658677262,2024-08-08,05:52,Major,Car,Clear,Under Construction,Rural Road,Night,60,5
1262,Bangalore,13.003317357730309,77.67150931904399,2024-10-12,07:54,Major,Bicycle,Cloudy,Wet,City Road,Street Lights,50,0
1263,Ahmedabad,23.065536641107215,72.71422245838173,2024-10-18,15:55,Fatal,Car,Foggy,Dry,Highway,Daylight,100,2
1264,Bangalore,12.981917768624951,77.40550675679967,2024-08-19,19:40,Fatal,Auto,Clear,Wet,City Road,Street Lights,50,3
1265,Mumbai,19.01031342828112,72.8414670005621,2024-08-12,13:34,Fatal,Bike,Foggy,Wet,City Road,Night,30,1
1266,Delhi,28.679078457729737,77.18454943561714,2024-04-14,17:18,Minor,Truck,Foggy,Dry,City Road,Daylight,40,2
1267,Ahmedabad,23.18420529140561,72.6305931715788,2024-12-17,11:14,Major,Truck,Rainy,Dry,Rural Road,Night,40,0
1268,Mumbai,19.040823075165093,72.88940232350491,2024-10-03,07:00,Major,Bus,Cloudy,Wet,Highway,Daylight,60,2
1269,Kolkata,22.530591502897796,88.36046637149705,2024-03-10,11:08,Minor,Car,Cloudy,Wet,Rural Road,Daylight,30,2
1270,Kolkata,22.58727633811778,88.41344794363478,2024-05-11,01:50,Minor,Truck,Clear,Under Construction,City Road,Street Lights,100,2
1271,Hyderabad,17.372695297769518,78.51220616348637,2024-02-10,20:59,Minor,Bus,Rainy,Under Construction,Rural Road,Night,100,0
1272,Delhi,28.643461049305316,77.23400737841229,2024-11-21,16:16,Minor,Bicycle,Rainy,Wet,Rural Road,Night,60,1
1273,Bangalore,12.944791396373759,77.61945112796518,2024-03-11,03:48,Minor,Bicycle,Rainy,Wet,Highway,Street Lights,40,2
1274,Mumbai,18.94897001849109,72.94491734879713,2024-01-05,04:39,Fatal,Auto,Foggy,Wet,Rural Road,Night,80,2
1275,Mumbai,19.011824692271347,72.98539531121256,2024-07-14,21:06,Minor,Truck,Foggy,Dry,Rural Road,Street Lights,60,1
1276,Jaipur,26.813475551988102,75.8186950163261,2024-03-26,02:29,Fatal,Bike,Rainy,Wet,Highway,Street Lights,80,1
1277,Jaipur,26.868750867493702,75.82582910765505,2024-07-21,10:23,Major,Bicycle,Clear,Wet,City Road,Street Lights,60,5
1278,Bangalore,13.013881030464477,77.55351223596517,2024-11-11,11:44,Minor,Truck,Clear,Wet,Rural Road,Street Lights,100,1
1279,Mumbai,19.0472567328348,72.85710869801619,2024-08-18,22:57,Minor,Bicycle,Rainy,Dry,Highway,Night,50,3
1280,Delhi,28.65659011398532,77.09263508758042,2024-02-05,00:58,Minor,Bicycle,Clear,Wet,Highway,Night,50,4
1281,Delhi,28.6754217876627,77.21737167568648,2024-03-08,15:01,Minor,Car,Foggy,Under Construction,City Road,Night,30,2
1282,Jaipur,26.83026316065718,75.80093323340745,2024-05-09,16:21,Fatal,Bike,Foggy,Wet,City Road,Street Lights,100,3
1283,Kolkata,22.46614807335835,88.3022200789745,2024-01-12,16:30,Minor,Car,Clear,Under Construction,City Road,Daylight,100,4
1284,Chennai,13.07755516399046,80.17368075081002,2024-05-12,01:12,Minor,Auto,Foggy,Wet,City Road,Street Lights,60,1
1285,Bangalore,12.905034362581377,77.50780256100157,2024-06-29,05:32,Fatal,Bicycle,Clear,Under Construction,City Road,Night,100,1
1286,Hyderabad,17.44481378202223,78.45463108539431,2024-08-19,12:17,Minor,Bike,Rainy,Wet,Rural Road,Daylight,30,2
1287,Mumbai,19.109916133445058,72.87061599587656,2024-01-27,03:31,Minor,Bike,Rainy,Under Construction,Highway,Night,50,2
1288,Delhi,28.517694516460146,77.37840155213848,2024-02-26,08:04,Major,Bike,Rainy,Under Construction,City Road,Street Lights,80,3
1289,Hyderabad,17.384986577256186,78.42412599122214,2024-03-30,20:55,Minor,Bus,Rainy,Under Construction,Rural Road,Night,30,0
1290,Mumbai,19.079871151618583,73.07460555149129,2024-03-09,14:42,Major,Bus,Clear,Under Construction,Highway,Night,60,3
1291,Kolkata,22.634204142459257,88.56786287475889,2024-10-30,13:27,Major,Bicycle,Rainy,Under Construction,Rural Road,Street Lights,30,1
1292,Kolkata,22.56949610284467,88.4427799413549,2024-08-05,11:50,Minor,Truck,Rainy,Wet,Rural Road,Street Lights,80,2
1293,Ahmedabad,22.993945851696413,72.48037074602769,2024-04-04,16:41,Minor,Bike,Foggy,Under Construction,City Road,Daylight,100,2
1294,Chennai,13.03006334978676,80.16582703943423,2024-05-27,10:49,Major,Bicycle,Cloudy,Wet,Rural Road,Street Lights,50,1
1295,Jaipur,26.82068367871177,76.01128593170702,2024-05-15,07:21,Minor,Auto,Foggy,Under Construction,Rural Road,Daylight,100,1
1296,Hyderabad,17.439336602418578,78.49324310403621,2024-04-21,03:36,Fatal,Bike,Foggy,Under Construction,Rural Road,Night,80,4
1297,Jaipur,26.850904421162536,75.69547699137844,2024-10-12,19:31,Minor,Car,Rainy,Under Construction,Highway,Street Lights,30,1
1298,Mumbai,19.1712710829159,72.76597000273304,2024-07-19,10:59,Major,Bike,Foggy,Under Construction,City Road,Daylight,100,1
1299,Mumbai,19.267875942847045,72.92018681047809,2024-01-03,13:01,Minor,Car,Rainy,Under Construction,City Road,Daylight,30,3
1300,Jaipur,26.912958793300476,75.73640412470384,2024-03-26,15:38,Minor,Bicycle,Foggy,Dry,Highway,Street Lights,60,4
1301,Chennai,13.275530732634877,80.31001202236358,2024-07-02,02:44,Major,Bicycle,Foggy,Under Construction,City Road,Street Lights,30,3
1302,Delhi,28.566620122498293,77.16526140723238,2024-07-20,06:23,Minor,Bicycle,Rainy,Dry,Highway,Night,50,2
1303,Hyderabad,17.450449497372407,78.42931700862354,2024-11-18,11:50,Major,Truck,Cloudy,Dry,City Road,Daylight,100,3
1304,Jaipur,27.021885547460414,75.75542129140311,2024-01-04,22:53,Minor,Car,Foggy,Dry,City Road,Daylight,80,3
1305,Ahmedabad,23.026925264906986,72.79599646656395,2024-10-03,01:07,Minor,Truck,Foggy,Under Construction,Rural Road,Night,40,2
1306,Mumbai,19.18721540081779,72.93109868875459,2024-02-03,01:01,Major,Bus,Foggy,Under Construction,City Road,Night,40,4
1307,Ahmedabad,23.015969251199103,72.54207179441289,2024-11-19,10:51,Minor,Auto,Foggy,Under Construction,Rural Road,Street Lights,100,1
1308,Ahmedabad,23.096640856604417,72.71930659990119,2024-12-27,15:34,Minor,Bicycle,Clear,Dry,Rural Road,Daylight,30,4
1309,Kolkata,22.69305145388704,88.42254330679032,2024-08-13,15:39,Major,Bicycle,Foggy,Dry,City Road,Street Lights,60,2
1310,Kolkata,22.706009307376352,88.3001626587568,2024-03-15,21:35,Major,Bicycle,Rainy,Dry,City Road,Night,30,3
1311,Hyderabad,17.433395418173564,78.51046613652012,2024-04-18,21:54,Major,Bike,Foggy,Under Construction,City Road,Night,40,1
1312,Jaipur,26.918068712385626,75.79522013020714,2024-02-16,21:54,Fatal,Truck,Clear,Dry,City Road,Night,50,2
1313,Bangalore,12.961959915342135,77.48361707892553,2024-03-19,12:22,Major,Bicycle,Cloudy,Wet,Highway,Daylight,100,2
1314,Jaipur,26.849205265817456,75.87818700157891,2024-03-17,17:41,Minor,Bicycle,Foggy,Wet,City Road,Daylight,50,6
1315,Bangalore,12.91078363369957,77.58538676750507,2024-04-16,17:59,Minor,Car,Cloudy,Under Construction,Highway,Night,40,2
1316,Ahmedabad,22.897868032546448,72.62801727254376,2024-09-12,06:54,Fatal,Bike,Clear,Under Construction,Highway,Daylight,60,0
1317,Hyderabad,17.6302379621645,78.41278417745593,2024-06-04,15:32,Fatal,Bus,Clear,Wet,City Road,Daylight,80,1
1318,Hyderabad,17.36943322695683,78.48940964395482,2024-01-17,21:47,Major,Bicycle,Rainy,Dry,City Road,Street Lights,60,3
1319,Mumbai,19.044103857401346,72.88388994262087,2024-03-02,10:37,Major,Auto,Foggy,Dry,City Road,Street Lights,40,1
1320,Chennai,13.105922001396737,80.29576905209134,2024-01-28,14:13,Major,Bicycle,Cloudy,Wet,Highway,Night,30,0
1321,Bangalore,12.940265185747148,77.45080734400906,2024-10-30,16:24,Major,Bike,Rainy,Under Construction,Highway,Night,80,3
1322,Ahmedabad,23.0181731258954,72.59079558575039,2024-11-14,16:55,Major,Bus,Foggy,Under Construction,Rural Road,Night,50,2
1323,Bangalore,12.910327679124316,77.61278879360967,2024-02-27,14:15,Minor,Bicycle,Rainy,Wet,Rural Road,Night,80,6
1324,Jaipur,26.893193014402627,75.78819060741739,2024-01-22,16:19,Minor,Auto,Cloudy,Under Construction,Rural Road,Daylight,40,4
1325,Mumbai,19.031171747515213,72.86367134604842,2024-01-21,23:06,Fatal,Truck,Cloudy,Wet,Rural Road,Night,40,1
1326,Ahmedabad,23.046203227878674,72.5626725433379,2024-09-02,02:47,Fatal,Truck,Cloudy,Under Construction,City Road,Night,50,5
1327,Delhi,28.69241172519177,77.13926018917688,2024-04-07,23:59,Minor,Bike,Foggy,Dry,Rural Road,Night,60,1
1328,Kolkata,22.544760836032356,88.18369731881731,2024-09-03,15:14,Minor,Bike,Foggy,Dry,City Road,Street Lights,30,1
1329,Mumbai,19.041613374148174,72.83877314642395,2024-07-24,22:58,Minor,Bike,Cloudy,Wet,Rural Road,Street Lights,50,3
1330,Chennai,13.348106639263891,80.3302574538403,2024-09-08,08:12,Fatal,Bus,Cloudy,Wet,City Road,Daylight,100,2
1331,Chennai,13.129367755979322,80.24452903626894,2024-08-28,12:06,Minor,Car,Cloudy,Wet,Rural Road,Night,50,1
1332,Mumbai,18.936220624985168,72.96114984928002,2024-02-24,06:11,Major,Car,Rainy,Under Construction,Highway,Daylight,60,3
1333,Jaipur,26.862492780105022,75.76514327246183,2024-04-28,03:26,Minor,Bus,Rainy,Wet,Highway,Night,80,1
1334,Chennai,13.128926583091195,80.35737530426783,2024-02-09,06:11,Minor,Truck,Cloudy,Wet,Rural Road,Daylight,40,3
1335,Delhi,28.868825992944885,77.31655471264665,2024-07-05,14:52,Minor,Bicycle,Clear,Wet,Highway,Night,100,2
1336,Hyderabad,17.38614563217639,78.44629124676707,2024-11-12,00:12,Minor,Car,Rainy,Dry,City Road,Street Lights,30,2
1337,Jaipur,26.95277146567089,75.79410783178521,2024-10-28,21:51,Minor,Car,Rainy,Dry,Rural Road,Daylight,80,0
1338,Hyderabad,17.470681138915253,78.44742591354655,2024-10-19,00:15,Fatal,Bike,Clear,Wet,Highway,Daylight,60,0
1339,Kolkata,22.67814548149133,88.37222371402173,2024-04-30,02:36,Minor,Bike,Clear,Wet,Highway,Daylight,80,5
1340,Jaipur,26.833572694994878,75.71885395563903,2024-02-29,02:47,Fatal,Car,Foggy,Dry,City Road,Night,40,5
1341,Jaipur,26.848423887815443,75.84519158587264,2024-05-08,19:23,Major,Auto,Cloudy,Wet,City Road,Street Lights,30,3
1342,Ahmedabad,23.16501197732807,72.61672862662681,2024-07-07,20:36,Minor,Bus,Cloudy,Under Construction,Highway,Street Lights,30,2
1343,Chennai,13.002255522305301,80.24133820650947,2024-01-22,18:30,Major,Truck,Cloudy,Dry,City Road,Street Lights,60,1
1344,Jaipur,26.870584664612643,75.7806661343947,2024-07-28,23:09,Minor,Auto,Foggy,Under Construction,Rural Road,Night,30,1
1345,Bangalore,12.829915455813026,77.5383074898148,2024-05-07,05:01,Minor,Bicycle,Cloudy,Under Construction,Rural Road,Daylight,100,1
1346,Mumbai,19.123966290225102,72.80885941387957,2024-05-02,03:06,Minor,Bicycle,Rainy,Wet,Highway,Street Lights,40,1
1347,Mumbai,19.03473431210604,72.84210283065393,2024-08-24,11:34,Minor,Bicycle,Foggy,Dry,Rural Road,Street Lights,50,4
1348,Jaipur,26.8349269829032,75.76239046069833,2024-12-21,02:43,Minor,Bicycle,Rainy,Wet,Highway,Street Lights,40,1
1349,Jaipur,26.922580145189517,75.83159406573908,2024-07-12,04:42,Minor,Bus,Foggy,Wet,City Road,Night,30,5
1350,Kolkata,22.41831090156906,88.39314572437105,2024-01-30,06:09,Minor,Car,Rainy,Under Construction,Rural Road,Night,100,2
1351,Kolkata,22.42509976329659,88.2983757885505,2024-05-09,10:52,Fatal,Truck,Rainy,Under Construction,Highway,Street Lights,60,0
1352,Hyderabad,17.334375392062228,78.599198588741,2024-05-30,14:02,Minor,Truck,Cloudy,Under Construction,Highway,Night,40,2
1353,Jaipur,26.89481197174765,75.73392994399973,2024-01-15,06:44,Minor,Bus,Rainy,Wet,City Road,Street Lights,60,3
1354,Bangalore,12.997528236127453,77.5943858475352,2024-11-23,01:13,Major,Bus,Foggy,Wet,Highway,Night,80,3
1355,Delhi,28.738590241365607,77.03350816589929,2024-01-15,11:27,Minor,Bike,Foggy,Wet,Highway,Night,80,1
1356,Jaipur,26.9264518870636,75.82816413115387,2024-07-12,00:22,Minor,Truck,Foggy,Under Construction,Highway,Street Lights,40,3
1357,Ahmedabad,23.004210416519296,72.73866145280735,2024-04-23,23:09,Major,Bus,Foggy,Wet,City Road,Street Lights,80,1
1358,Delhi,28.67687577444038,77.32653605441016,2024-06-14,04:48,Major,Bicycle,Foggy,Wet,City Road,Street Lights,60,3
1359,Mumbai,18.999059006338143,72.91246320778035,2024-03-21,12:05,Major,Car,Clear,Wet,City Road,Daylight,30,1
1360,Kolkata,22.50656687506861,88.33049098197152,2024-01-03,01:28,Minor,Bike,Cloudy,Under Construction,City Road,Night,40,3
1361,Mumbai,19.011576334987495,72.85107197879987,2024-07-07,21:49,Minor,Bike,Rainy,Under Construction,Highway,Daylight,50,2
1362,Hyderabad,17.3402192192222,78.52972756784061,2024-06-25,18:11,Major,Bus,Rainy,Dry,City Road,Street Lights,40,6
1363,Bangalore,13.003925737411924,77.74807059284032,2024-06-18,02:24,Minor,Bus,Cloudy,Dry,Rural Road,Night,50,0
1364,Bangalore,12.882169630288594,77.60842232872164,2024-05-26,15:52,Fatal,Bike,Cloudy,Wet,Rural Road,Daylight,100,2
1365,Jaipur,26.82236922090092,75.788431515682,2024-09-09,11:04,Minor,Bus,Rainy,Under Construction,City Road,Street Lights,30,4
1366,Ahmedabad,23.015866795760264,72.67638394370258,2024-12-08,23:47,Minor,Bus,Foggy,Wet,Rural Road,Daylight,80,0
1367,Jaipur,26.923873749497208,75.69078717328367,2024-06-16,22:07,Minor,Bus,Foggy,Dry,Highway,Daylight,60,3
1368,Ahmedabad,23.207115058218836,72.51190400664758,2024-11-26,20:37,Minor,Bicycle,Cloudy,Dry,Rural Road,Daylight,50,2
1369,Ahmedabad,22.971786732275472,72.49146305883257,2024-07-24,19:28,Fatal,Bus,Rainy,Wet,City Road,Daylight,30,1
1370,Bangalore,12.896106574801667,77.44195100866806,2024-02-02,08:56,Fatal,Bicycle,Cloudy,Under Construction,Rural Road,Night,30,2
1371,Mumbai,19.10176643035048,73.05829174064657,2024-06-21,16:49,Major,Bike,Cloudy,Under Construction,Highway,Night,100,2
1372,Ahmedabad,22.96491929242185,72.55795352124761,2024-01-05,19:29,Minor,Car,Rainy,Wet,City Road,Night,40,2
1373,Kolkata,22.67250223334609,88.27917205309645,2024-11-11,09:14,Minor,Car,Rainy,Dry,Rural Road,Street Lights,30,5
1374,Bangalore,12.959701632974609,77.6330488972199,2024-07-26,12:47,Fatal,Auto,Clear,Under Construction,City Road,Street Lights,100,5
1375,Mumbai,19.102874831311716,72.89262334569621,2024-09-23,20:01,Minor,Bus,Cloudy,Under Construction,Highway,Street Lights,30,5
1376,Mumbai,19.086983510027945,72.83285671358978,2024-07-20,11:17,Minor,Car,Rainy,Under Construction,City Road,Street Lights,40,0
1377,Delhi,28.6499313486524,77.26365445655173,2024-10-27,21:51,Minor,Bus,Clear,Wet,Highway,Daylight,30,3
1378,Hyderabad,17.37863108485123,78.46484020420219,2024-05-29,03:37,Minor,Bike,Rainy,Dry,Highway,Daylight,30,2
1379,Jaipur,26.915527839648036,75.80633719135199,2024-06-11,07:02,Minor,Bicycle,Foggy,Wet,City Road,Daylight,40,3
1380,Kolkata,22.33965568442262,88.24832869975452,2024-04-17,11:29,Minor,Auto,Cloudy,Dry,Highway,Daylight,40,2
1381,Bangalore,13.077350479372784,77.59083531673805,2024-10-20,04:26,Minor,Bike,Cloudy,Dry,Rural Road,Street Lights,100,1
1382,Jaipur,26.86249597663485,75.85713903887266,2024-03-29,05:17,Minor,Bus,Cloudy,Wet,City Road,Night,50,2
1383,Bangalore,13.006765261973275,77.5907433291486,2024-11-16,17:14,Major,Car,Rainy,Dry,Highway,Street Lights,80,3
1384,Delhi,28.590576041439487,77.28293968032251,2024-05-28,02:33,Major,Auto,Rainy,Under Construction,City Road,Street Lights,60,2
1385,Hyderabad,17.399297209946877,78.47279481196244,2024-09-09,07:27,Minor,Bike,Clear,Wet,Rural Road,Night,60,0
1386,Kolkata,22.49494657860938,88.38472101839288,2024-11-10,16:52,Minor,Bus,Rainy,Wet,Rural Road,Daylight,50,1
1387,Ahmedabad,23.043955085117126,72.48098998047574,2024-01-01,12:53,Major,Bike,Rainy,Under Construction,Highway,Daylight,50,2
1388,Ahmedabad,23.089171159196916,72.58952737009423,2024-02-29,09:49,Minor,Auto,Foggy,Dry,Highway,Daylight,30,3
1389,Bangalore,12.926946251084608,77.71040844576508,2024-05-03,21:55,Minor,Bus,Rainy,Wet,City Road,Night,50,2
1390,Delhi,28.689283458304267,77.28530016524687,2024-08-23,04:04,Minor,Truck,Clear,Under Construction,City Road,Daylight,30,1
1391,Bangalore,13.006230919571236,77.5117521620176,2024-01-13,18:11,Fatal,Auto,Clear,Dry,Highway,Daylight,50,5
1392,Mumbai,19.13987816083562,72.91925910993184,2024-11-01,04:12,Fatal,Truck,Clear,Wet,Rural Road,Street Lights,60,2
1393,Delhi,28.656236803512883,77.18535869653957,2024-09-19,05:20,Minor,Truck,Cloudy,Dry,Highway,Street Lights,40,1
1394,Bangalore,12.856390309673648,77.57826005503365,2024-07-20,12:32,Minor,Car,Cloudy,Wet,Highway,Night,30,6
1395,Delhi,28.78289475076231,77.22317727631108,2024-04-09,17:22,Major,Bicycle,Cloudy,Dry,Rural Road,Night,60,0
1396,Chennai,13.193632896211517,80.2142399092124,2024-05-03,07:12,Minor,Bicycle,Clear,Under Construction,Highway,Night,80,2
1397,Mumbai,19.08659400341382,72.83444565257777,2024-03-28,16:55,Major,Auto,Cloudy,Wet,City Road,Night,30,2
1398,Kolkata,22.650633098554312,88.39431350660928,2024-08-24,11:18,Major,Car,Rainy,Dry,City Road,Night,60,4
1399,Kolkata,22.541208956682016,88.36105608660347,2024-06-11,04:39,Major,Truck,Rainy,Wet,Rural Road,Night,100,2
1400,Delhi,28.72264331394692,77.12740250249858,2024-08-03,14:38,Fatal,Truck,Rainy,Dry,City Road,Street Lights,100,4
1401,Mumbai,18.992961567540995,72.74529610119244,2024-10-03,00:57,Fatal,Auto,Clear,Under Construction,Highway,Night,60,0
1402,Hyderabad,17.33138480715312,78.62698418617809,2024-04-25,10:23,Fatal,Car,Clear,Dry,Rural Road,Street Lights,30,0
1403,Jaipur,26.996523400894905,75.67932216719653,2024-07-09,14:00,Major,Car,Cloudy,Dry,Rural Road,Night,80,4
